"Player_name","Year","Level","T","G","W","L","IP","TBF","Kpct","BBpct","K_BB","HR_9","FIP","ERA","DER"
"久古　健太郎",2013,"Top","S","38","2","1",29.3,120,27.5,2.5,25,1.84,3.805,2.76,0.718
"七條　祐樹",2013,"Top","S","30","0","1",35.7,149,20.1,6.71,13.4,1.51,4.314,4.04,0.728
"正田　樹",2013,"Top","S","15","1","1",15.7,63,15.9,1.59,14.3,1.15,3.842,2.87,0.72
"館山　昌平",2013,"Top","S","2","0","0",8.3,37,16.2,8.11,8.1,0,2.884,3.24,0.679
"徳山　武陽",2013,"Top","S","5","0","2",18.3,83,9.6,15.66,-6,1.47,6.757,4.42,0.831
"中澤　雅人",2013,"Top","S","3","0","2",11.3,63,12.7,17.46,-4.8,3.18,8.972,7.94,0.625
"バーネット",2013,"Top","S","47","1","8",40.3,176,35.2,10.8,24.4,0.89,2.512,6.02,0.64
"日高　亮",2013,"Top","S","2","0","1",1.7,10,10,20,-10,0,5.284,16.2,0.571
"平井　諒",2013,"Top","S","7","1","1",6.3,29,27.6,6.9,20.7,0,1.305,1.42,0.632
"藤田　太陽",2013,"Top","S","20","0","0",18.7,78,7.7,7.69,0,1.45,5.777,1.93,0.841
"古野　正人",2013,"Top","S","10","1","2",31,135,11.1,13.33,-2.2,1.45,5.755,4.65,0.729
"増渕　竜義",2013,"Top","S","5","0","0",5.3,29,10.3,10.34,0,0,3.447,6.75,0.652
"松井　光介",2013,"Top","S","2","0","0",1,11,9.1,9.09,0,9,16.884,72,0.25
"松岡　健一",2013,"Top","S","34","3","3",66,299,21.4,8.7,12.7,1.64,4.627,5.73,0.69
"村中　恭兵",2013,"Top","S","25","5","9",111.7,520,12.5,10.58,1.9,0.97,4.783,5,0.672
"八木　亮祐",2013,"Top","S","26","5","13",152,667,18.3,8.85,9.4,1.07,3.983,4.44,0.676
"山本　哲哉",2013,"Top","S","64","1","3",59.7,250,15.2,6.8,8.4,1.21,4.259,2.87,0.737
"ラルー",2013,"Top","S","5","0","2",22,115,12.2,9.57,2.6,0.41,3.839,9,0.596
"ロマン",2013,"Top","S","30","3","6",63.7,290,15.2,9.31,5.9,0.57,3.827,4.24,0.7
"秋山　拓巳",2013,"Top","T","8","0","3",44.7,189,19,6.35,12.7,1.21,3.825,3.83,0.704
"安藤　優也",2013,"Top","T","58","4","2",51.3,219,14.6,8.22,6.4,0.18,2.826,2.28,0.681
"岩田　稔",2013,"Top","T","9","2","5",43.7,189,13.2,8.47,4.8,0.62,3.8,4.95,0.724
"岩本　輝",2013,"Top","T","1","0","0",4,17,11.8,17.65,-5.9,0,4.134,4.5,0.667
"榎田　大樹",2013,"Top","T","16","4","9",92.3,389,20.1,9.77,10.3,1.07,4.238,3.61,0.775
"加藤　康介",2013,"Top","T","61","1","2",50.3,199,27.1,6.53,20.6,0.54,2.229,1.97,0.74
"川崎　雄介",2013,"Top","T","1","0","0",2,13,15.4,23.08,-7.7,0,6.884,9,0.68
"清原　大貴",2013,"Top","T","3","0","0",4,21,14.3,9.52,4.8,0,2.884,4.5,0.562
"久保　康友",2013,"Top","T","44","3","4",53.7,224,20.5,7.59,12.9,0.67,2.977,2.85,0.712
"久保田　智之",2013,"Top","T","17","0","2",21,94,14.9,13.83,1.1,0.86,4.646,5.57,0.766
"小嶋　達也",2013,"Top","T","3","1","1",12,55,14.5,10.91,3.6,2.25,6.301,7.5,0.684
"ザラテ",2013,"Top","T","2","0","0",1.7,9,11.1,22.22,-11.1,0,5.284,5.4,0.667
"歳内　宏明",2013,"Top","T","5","0","0",8,32,3.1,6.25,-3.1,3.38,8.634,5.63,0.962
"白仁田　寛和",2013,"Top","T","2","1","0",8,34,8.8,5.88,2.9,0,2.884,3.38,0.655
"スタンリッジ",2013,"Top","T","26","8","12",160.7,677,18.3,6.94,11.4,0.67,3.227,2.74,0.697
"高宮　和也",2013,"Top","T","1","0","0",1,6,16.7,0,16.7,18,26.884,27,0.667
"玉置　隆",2013,"Top","T","7","0","0",12.3,47,21.3,12.77,8.5,1.46,4.587,2.19,0.857
"筒井　和也",2013,"Top","T","39","4","1",45.3,179,21.8,6.15,15.6,0.79,3.105,2.58,0.76
"鶴　直人",2013,"Top","T","20","3","1",34.7,144,11.8,4.86,6.9,1.04,4.096,4.93,0.707
"西村　憲",2013,"Top","T","3","0","1",1,7,0,28.57,-28.6,0,8.884,27,0.6
"能見　篤史",2013,"Top","T","25","11","7",180.7,724,17.5,5.66,11.9,0.9,3.438,2.69,0.745
"福原　忍",2013,"Top","T","50","4","0",45,184,20.7,5.98,14.7,0.4,2.573,1.2,0.712
"藤浪　晋太郎",2013,"Top","T","24","10","6",137.7,563,22.4,7.82,14.6,0.65,3,2.75,0.715
"藤原　正典",2013,"Top","T","10","0","0",13.7,58,17.2,13.79,3.4,0,3.177,1.32,0.75
"ボイヤー",2013,"Top","T","22","3","1",27,104,20.2,3.85,16.3,1,3.218,2.67,0.776
"松田　遼馬",2013,"Top","T","27","1","2",29.7,125,23.2,4.8,18.4,1.82,4.064,4.25,0.663
"メッセンジャー",2013,"Top","T","30","12","8",196.3,811,22.6,6.91,15.7,0.6,2.798,2.89,0.712
"渡辺　亮",2013,"Top","T","15","1","0",14.3,64,12.5,15.62,-3.1,1.26,5.884,3.77,0.795
"井川　慶",2013,"Farm","Bs","11","3","3",57,255,10.6,10.59,0,0.95,4.864,4.11,0.733
"伊原　正樹",2013,"Farm","Bs","29","1","4",52.3,240,17.5,9.17,8.3,0.52,3.432,3.61,0.657
"海田　智行",2013,"Farm","Bs","7","2","1",28,122,17.2,4.1,13.1,0.32,2.416,2.25,0.632
"甲藤　啓介",2013,"Farm","Bs","8","0","1",8.7,45,13.3,11.11,2.2,2.08,6.608,6.23,0.64
"鴨志田　貴司",2013,"Farm","Bs","21","0","0",18,86,23.3,11.63,11.6,0,2.694,4,0.625
"岸田　護",2013,"Farm","Bs","2","0","0",7,26,26.9,0,26.9,0,0.916,0,0.737
"桑原　謙太朗",2013,"Farm","Bs","17","2","0",17.3,66,33.3,9.09,24.2,0,1.589,0.52,0.763
"小松　聖",2013,"Farm","Bs","4","0","0",3,12,25,8.33,16.7,0,1.916,0,0.75
"近藤　一樹",2013,"Farm","Bs","10","1","5",42.3,189,13.2,7.94,5.3,0.21,3.105,4.04,0.649
"佐藤　峻一",2013,"Farm","Bs","11","1","1",21,93,18.3,8.6,9.7,0.43,3.202,3,0.642
"佐藤　達也",2013,"Farm","Bs","1","0","0",1,3,66.7,0,66.7,0,-1.084,0,1
"シュルツ",2013,"Farm","Bs","11","0","0",16.7,80,11.2,17.5,-6.2,0,4.356,4.86,0.719
"高橋　秀聡",2013,"Farm","Bs","23","1","0",30.3,135,12.6,11.11,1.5,0.89,4.762,3.56,0.72
"塚原　頌平",2013,"Farm","Bs","14","2","2",18.7,83,18.1,9.64,8.4,0.96,4.148,3.86,0.707
"ディクソン",2013,"Farm","Bs","2","0","0",5,19,15.8,10.53,5.3,0,2.916,1.8,0.643
"東野　峻",2013,"Farm","Bs","16","5","4",70,295,18.6,7.8,10.8,0.64,3.302,2.7,0.712
"戸田　亮",2013,"Farm","Bs","38","2","2",37.7,150,10.7,10,0.7,0,3.421,3.58,0.765
"中山　慎也",2013,"Farm","Bs","19","3","4",45.3,197,17.8,9.14,8.6,0.79,3.644,3.38,0.719
"ハモンド",2013,"Farm","Bs","10","2","2",36,159,10.7,8.18,2.5,0.5,3.777,4,0.701
"比嘉　幹貴",2013,"Farm","Bs","6","0","0",5,16,18.8,0,18.8,0,1.716,0,0.846
"平井　正史",2013,"Farm","Bs","18","0","0",18.3,77,10.4,6.49,3.9,0,3.189,2.95,0.75
"古川　秀一",2013,"Farm","Bs","26","2","2",41,174,12.6,6.9,5.7,0.44,3.355,4.17,0.732
"マエストリ",2013,"Farm","Bs","7","1","2",25.3,113,9.7,9.73,0,0.71,4.377,3.91,0.663
"前田　祐二",2013,"Farm","Bs","6","1","1",24,93,12.9,5.38,7.5,0.38,3.208,1.13,0.827
"松葉　貴大",2013,"Farm","Bs","9","2","2",56,232,18.5,9.91,8.6,0,2.666,3.21,0.693
"松本　幸大",2013,"Farm","Bs","18","1","0",12,48,10.4,10.42,0,0.75,4.416,2.25,0.811
"馬原　孝浩",2013,"Farm","Bs","12","0","1",12,52,19.2,5.77,13.5,0.75,3.083,3,0.632
"ミルズ",2013,"Farm","Bs","4","2","0",18,71,12.7,5.63,7,0.5,3.472,2.5,0.737
"ミンチェ",2013,"Farm","Bs","29","4","0",33.7,130,11.5,4.62,6.9,0,2.738,1.07,0.771
"森本　将太",2013,"Farm","Bs","14","0","1",14,55,25.5,7.27,18.2,0,1.773,3.21,0.649
"八木　智哉",2013,"Farm","Bs","14","2","6",61,257,13.2,5.06,8.2,0.3,2.916,3.84,0.683
"山田　修義",2013,"Farm","Bs","16","5","4",63.7,274,13.5,13.14,0.4,0.57,4.455,2.54,0.741
"吉野　誠",2013,"Farm","Bs","17","0","1",14.7,61,16.4,3.28,13.1,0.61,3.257,2.45,0.709
"青木　高広",2013,"Farm","C","8","0","0",6.7,32,18.8,6.25,12.5,0,2.916,1.35,0.821
"池ノ内　亮介",2013,"Farm","C","2","0","0",2.3,10,30,10,20,0,2.916,3.86,0.833
"伊東　昂大",2013,"Farm","C","9","0","0",9,33,18.2,9.09,9.1,1,4.027,3,0.826
"今井　啓介",2013,"Farm","C","6","1","0",29,119,20.2,5.88,14.3,0,2.192,1.55,0.682
"今村　猛",2013,"Farm","C","5","0","1",7,30,20,6.67,13.3,0,2.059,1.29,0.636
"岩見　優輝",2013,"Farm","C","29","1","3",47,208,15.9,12.02,3.8,0.38,3.98,3.26,0.716
"上野　弘文",2013,"Farm","C","33","0","2",35.7,138,13.8,2.9,10.9,0,2.271,2.02,0.713
"梅津　智弘",2013,"Farm","C","28","4","1",39.7,162,16,5.56,10.5,0.45,3.017,3.63,0.718
"江草　仁貴",2013,"Farm","C","1","1","0",1,6,0,0,0,0,2.916,9,0.333
"大島　崇行",2013,"Farm","C","10","1","1",14.3,77,10.4,5.19,5.2,1.26,4.87,10.67,0.571
"大竹　寛",2013,"Farm","C","1","1","0",6,25,16,8,8,0,3.083,0,0.789
"小野　淳平",2013,"Farm","C","9","0","1",13.7,62,11.3,8.06,3.2,0,3.428,6.59,0.743
"金丸　将也",2013,"Farm","C","24","0","0",18,82,14.6,15.85,-1.2,0.5,4.805,3.5,0.786
"河内　貴哉",2013,"Farm","C","6","0","0",2.3,12,25,8.33,16.7,0,2.916,7.71,0.375
"菊地原　毅",2013,"Farm","C","36","2","0",31,119,12.6,5.04,7.6,0.58,3.658,1.74,0.812
"岸本　秀樹",2013,"Farm","C","24","1","2",29,144,11.8,11.11,0.7,0.31,4.261,4.34,0.636
"齊藤　悠葵",2013,"Farm","C","14","4","3",51.7,226,11.9,9.29,2.7,0.87,4.523,4.88,0.705
"篠田　純平",2013,"Farm","C","12","4","3",59,249,11.2,7.23,4,0.31,3.425,3.05,0.697
"ソコロビッチ",2013,"Farm","C","12","0","0",14,57,19.3,10.53,8.8,0,2.63,1.29,0.725
"武内　久士",2013,"Farm","C","22","3","8",96.7,419,16.2,7.88,8.4,0.65,3.537,3.26,0.73
"辻　空",2013,"Farm","C","3","0","0",3,13,7.7,0,7.7,0,2.249,9,0.583
"弦本　悠希",2013,"Farm","C","4","0","0",3,18,0,27.78,-27.8,0,7.916,12,0.692
"戸田　隆矢",2013,"Farm","C","21","8","6",107,446,15,10.09,4.9,0.59,3.916,2.86,0.74
"富永　一",2013,"Farm","C","5","0","0",4,17,5.9,11.76,-5.9,0,3.916,6.75,0.857
"永川　勝浩",2013,"Farm","C","14","2","1",13.7,62,12.9,6.45,6.5,1.32,4.965,3.29,0.708
"中崎　翔太",2013,"Farm","C","8","4","2",54.7,215,15.3,6.51,8.8,0.33,2.953,2.47,0.747
"中田　廉",2013,"Farm","C","26","6","0",42,177,21.5,9.04,12.4,0.21,2.559,3.43,0.656
"中村　恭平",2013,"Farm","C","13","1","4",65.3,295,12.2,7.12,5.1,0,2.916,4.41,0.681
"野村　祐輔",2013,"Farm","C","3","2","0",15,58,19,8.62,10.3,0,2.449,1.8,0.786
"久本　祐一",2013,"Farm","C","4","0","0",7,29,34.5,3.45,31,1.29,2.345,2.57,0.647
"福井　優也",2013,"Farm","C","19","5","2",53.3,223,24.7,7.62,17,0.17,2.279,2.53,0.687
"ミコライオ",2013,"Farm","C","2","0","0",2,7,14.3,0,14.3,0,1.916,0,0.833
"山野　恭介",2013,"Farm","C","5","0","1",8,42,21.4,16.67,4.8,1.12,4.916,9,0.56
"横山　竜士",2013,"Farm","C","19","2","1",23,104,15.4,5.77,9.6,0.78,3.438,4.7,0.675
"浅尾　拓也",2013,"Farm","D","5","2","0",6,26,19.2,7.69,11.5,3,6.583,6,0.824
"朝倉　健太",2013,"Farm","D","16","3","4",75,339,9.4,10.03,-0.6,0.84,4.716,4.2,0.698
"伊藤　準規",2013,"Farm","D","2","1","0",8.3,36,16.7,8.33,8.3,0,2.556,4.32,0.667
"井上　公志",2013,"Farm","D","19","0","0",19.3,72,22.2,5.56,16.7,0.47,2.554,0.93,0.784
"岩田　慎司",2013,"Farm","D","15","2","6",88.3,373,13.1,5.9,7.2,0.61,3.607,3.67,0.703
"小川　龍也",2013,"Farm","D","12","1","3",31.3,140,17.1,12.86,4.3,0.57,3.937,7.18,0.656
"小熊　凌祐",2013,"Farm","D","19","0","1",17,66,22.7,3.03,19.7,0.53,2.269,3.18,0.729
"カブレラ",2013,"Farm","D","3","1","0",13,49,28.6,6.12,22.4,0,1.685,0.69,0.812
"川上　憲伸",2013,"Farm","D","3","1","1",14,55,21.8,5.45,16.4,0,1.845,0,0.75
"川崎　貴弘",2013,"Farm","D","19","1","1",48.3,218,9.6,14.22,-4.6,0.56,4.778,4.66,0.718
"小林　正人",2013,"Farm","D","20","0","2",15.7,73,13.7,4.11,9.6,1.72,5.278,8.04,0.649
"清水　昭信",2013,"Farm","D","33","1","2",50.7,221,9.5,7.24,2.3,0.89,4.317,3.91,0.715
"鈴木　義広",2013,"Farm","D","35","1","3",43.7,185,16.2,4.32,11.9,1.03,3.718,3.92,0.697
"関　啓扶",2013,"Farm","D","3","0","0",2.3,12,16.7,25,-8.3,3.86,11.916,11.57,0.833
"高橋　聡文",2013,"Farm","D","12","1","1",13.7,62,29,9.68,19.4,1.32,3.721,1.98,0.667
"田島　慎二",2013,"Farm","D","10","2","0",15.7,58,20.7,5.17,15.5,0.57,2.788,0.57,0.81
"辻　孟彦",2013,"Farm","D","22","2","4",68.3,281,12.5,6.41,6,0.13,2.916,2.5,0.722
"西川　健太郎",2013,"Farm","D","11","4","4",53,214,15.4,6.54,8.9,0.51,3.312,2.89,0.768
"濱田　達郎",2013,"Farm","D","20","2","8",87.3,410,9.8,15.12,-5.4,0.62,5.367,6.39,0.724
"ブラッドリー",2013,"Farm","D","4","1","2",13,55,14.5,9.09,5.5,0,2.839,3.46,0.667
"福谷　浩司",2013,"Farm","D","7","0","0",7,27,18.5,14.81,3.7,0,3.202,0,0.889
"マドリガル",2013,"Farm","D","4","0","1",6,29,17.2,24.14,-6.9,0,4.749,7.5,0.706
"三瀬　幸司",2013,"Farm","D","18","2","0",13,59,13.6,6.78,6.8,0.69,3.147,6.92,0.614
"武藤　祐太",2013,"Farm","D","10","0","3",13,58,15.5,3.45,12.1,0.69,2.993,3.46,0.63
"矢地　健人",2013,"Farm","D","30","0","2",31.3,133,15,5.26,9.8,0.86,3.746,4.31,0.718
"山井　大介",2013,"Farm","D","5","1","2",20.7,89,16.9,4.49,12.4,0.87,3.303,5.23,0.691
"山内　壮馬",2013,"Farm","D","4","2","1",21,94,11.7,5.32,6.4,1.71,5.345,6,0.662
"山本昌",2013,"Farm","D","6","0","2",20.7,88,12.5,6.82,5.7,0.87,4.126,5.23,0.71
"雄太",2013,"Farm","D","15","3","6",76.7,339,8.6,8.26,0.3,0.35,3.842,4.93,0.669
"若松　駿太",2013,"Farm","D","20","3","2",43,187,10.2,5.88,4.3,1.26,4.614,3.98,0.727
"安部　建輝",2013,"Farm","DB","27","2","0",40.7,175,17.1,7.43,9.7,0.22,2.867,3.76,0.679
"安斉　雄虎",2013,"Farm","DB","7","0","0",7,34,8.8,14.71,-5.9,0,4.63,5.14,0.654
"伊藤　拓郎",2013,"Farm","DB","18","8","4",93,404,10.9,10.4,0.5,0.39,4.142,3.97,0.723
"井納　翔一",2013,"Farm","DB","6","3","2",34,138,14.5,5.07,9.4,0.53,3.298,2.91,0.725
"今井　金太",2013,"Farm","DB","10","1","1",10,49,16.3,24.49,-8.2,0,5.216,3.6,0.759
"牛田　成樹",2013,"Farm","DB","21","1","2",19.3,81,19.8,7.41,12.3,0,2.347,2.33,0.712
"大田　阿斗里",2013,"Farm","DB","17","0","0",16.7,61,24.6,6.56,18,0.54,2.616,0.54,0.78
"大原　慎司",2013,"Farm","DB","12","0","0",11,42,23.8,7.14,16.7,0.82,3.098,0.82,0.75
"長田　秀一郎",2013,"Farm","DB","2","0","0",2,10,20,30,-10,4.5,11.916,13.5,0.806
"加賀　繁",2013,"Farm","DB","7","1","0",7.7,30,33.3,6.67,26.7,1.17,2.786,1.17,0.706
"加賀美　希昇",2013,"Farm","DB","9","3","2",50,202,14.9,4.95,9.9,1.08,3.876,4.5,0.737
"神内　靖",2013,"Farm","DB","4","2","0",20,79,24.1,11.39,12.7,0.45,3.166,0.9,0.8
"菊地　和正",2013,"Farm","DB","21","0","1",18.7,69,21.7,5.8,15.9,0.96,3.345,0.96,0.833
"北方　悠誠",2013,"Farm","DB","9","1","0",15.7,72,29.2,20.83,8.3,0,3.491,1.72,0.778
"国吉　佑樹",2013,"Farm","DB","14","3","3",64.3,272,15.8,8.46,7.4,0.56,3.6,4.2,0.728
"コーコラン",2013,"Farm","DB","5","0","3",22.7,109,17.4,12.84,4.6,0.4,4.063,4.37,0.733
"小杉　陽太",2013,"Farm","DB","2","0","0",4,16,18.8,12.5,6.2,2.25,6.166,4.5,0.9
"小林　寛",2013,"Farm","DB","9","2","3",39,158,12.7,4.43,8.2,0.23,2.839,2.54,0.754
"小林　太志",2013,"Farm","DB","16","2","2",41.7,177,16.9,6.21,10.7,0.65,3.276,3.24,0.687
"古村　徹",2013,"Farm","DB","1","0","0",1,3,66.7,0,66.7,0,-1.084,0,1
"佐藤　祥万",2013,"Farm","DB","30","1","2",22,105,16.2,9.52,6.7,0.82,4.052,4.5,0.68
"佐村・トラヴィス・幹久",2013,"Farm","DB","4","0","1",3.3,17,5.9,41.18,-35.3,0,8.616,2.7,0.889
"篠原　貴行",2013,"Farm","DB","11","0","0",7.3,37,16.2,10.81,5.4,0,2.916,6.14,0.704
"須田　幸太",2013,"Farm","DB","10","2","2",22.3,90,15.6,10,5.6,0.4,3.453,1.61,0.788
"鄭　凱文",2013,"Farm","DB","9","0","3",38,164,10.4,4.27,6.1,0.47,3.337,3.55,0.681
"ソト",2013,"Farm","DB","6","2","0",29,130,15.4,6.15,9.2,0,2.571,3.72,0.676
"高崎　健太郎",2013,"Farm","DB","8","2","3",44,183,19.1,4.37,14.8,1.02,3.348,4.5,0.637
"田中　健二朗",2013,"Farm","DB","14","0","3",29.3,132,18.2,6.06,12.1,0.31,2.643,5.52,0.626
"陳　冠宇",2013,"Farm","DB","2","0","0",4,21,9.5,14.29,-4.8,0,4.166,2.25,0.5
"土屋　健二",2013,"Farm","DB","13","6","4",72.7,290,21,6.21,14.8,0.12,2.242,1.49,0.71
"冨田　康祐",2013,"Farm","DB","31","5","0",32.3,134,20.9,9.7,11.2,0.84,3.689,1.95,0.787
"林　昌範",2013,"Farm","DB","17","0","1",13.7,58,19,10.34,8.6,0.66,3.575,3.29,0.725
"福田　岳洋",2013,"Farm","DB","19","3","1",29,114,13.2,7.02,6.1,0,2.709,0.93,0.767
"藤江　均",2013,"Farm","DB","20","3","0",23,96,22.9,2.08,20.8,1.17,3.09,3.52,0.725
"眞下　貴之",2013,"Farm","DB","13","3","1",55.3,233,20.6,12.45,8.2,0.98,4.272,3.09,0.747
"山口　俊",2013,"Farm","DB","4","0","0",6,22,40.9,0,40.9,0,-0.084,0,0.692
"吉川　輝昭",2013,"Farm","DB","15","2","2",15,61,8.2,4.92,3.3,1.8,5.449,4.2,0.82
"王　溢正",2013,"Farm","DB","2","0","0",5,26,11.5,11.54,0,0,4.116,5.4,0.7
"井坂　亮平",2013,"Farm","E","1","0","0",1,5,20,20,0,0,3.916,0,0.667
"井上　雄介",2013,"Farm","E","21","1","1",26.7,153,12.4,18.3,-5.9,1.01,7.116,8.78,0.631
"上園　啓史",2013,"Farm","E","18","5","2",88.7,372,15.3,5.91,9.4,0.41,3.063,2.54,0.696
"大塚　尚仁",2013,"Farm","E","25","1","4",32.3,151,17.2,7.95,9.3,1.95,5.7,4.45,0.717
"片山　博視",2013,"Farm","E","11","1","1",24.7,94,12.8,7.45,5.3,0,3.159,1.46,0.84
"加藤　大輔",2013,"Farm","E","16","2","1",22.3,93,25.8,2.15,23.7,0.81,2.603,4.84,0.677
"加藤　貴大",2013,"Farm","E","4","0","1",4.3,28,3.6,32.14,-28.6,4.15,14.685,16.62,0.688
"金刃　憲人",2013,"Farm","E","10","1","1",15,62,16.1,9.68,6.5,0,3.183,1.8,0.783
"釜田　佳直",2013,"Farm","E","11","3","2",38.3,179,18.4,8.38,10.1,0.94,3.96,4.7,0.661
"辛島　航",2013,"Farm","E","5","0","0",23,87,24.1,4.6,19.5,0.78,3.003,1.57,0.767
"川井　貴志",2013,"Farm","E","16","5","4",78,344,12.5,8.14,4.4,1.04,4.506,3.92,0.697
"菊池　保則",2013,"Farm","E","14","4","3",44.3,185,21.1,9.19,11.9,0.61,3.457,3.05,0.746
"木村　謙吾",2013,"Farm","E","4","0","0",4,25,20,20,0,2.25,8.166,6.75,0.643
"斎藤　隆",2013,"Farm","E","5","0","0",5,18,33.3,5.56,27.8,0,1.116,1.8,0.818
"塩見　貴洋",2013,"Farm","E","6","1","0",19,73,24.7,1.37,23.3,0.47,1.864,2.84,0.698
"ダックワース",2013,"Farm","E","6","1","3",32,139,16.5,7.19,9.4,0.56,3.322,5.34,0.673
"高堀　和也",2013,"Farm","E","17","3","3",30.3,125,15.2,6.4,8.8,0.59,3.608,3.56,0.74
"土屋　朋弘",2013,"Farm","E","36","4","1",45.3,198,12.6,9.6,3,0.79,4.35,4.76,0.698
"戸村　健次",2013,"Farm","E","4","1","2",32,124,19.4,5.65,13.7,0,2.166,2.53,0.72
"永井　怜",2013,"Farm","E","10","3","2",44.3,187,13.9,9.09,4.8,0.41,3.548,2.44,0.754
"ハウザー",2013,"Farm","E","13","3","2",45.7,202,23.3,9.9,13.4,0.39,2.872,2.76,0.699
"橋本　義隆",2013,"Farm","E","31","2","3",34.3,151,11.9,8.61,3.3,1.05,4.518,4.19,0.681
"長谷部　康平",2013,"Farm","E","11","1","0",11,47,23.4,10.64,12.8,0,2.825,3.27,0.774
"福山　博之",2013,"Farm","E","22","1","1",37.3,152,11.8,7.89,3.9,0,2.916,1.93,0.713
"藤原　紘通",2013,"Farm","E","7","1","2",39.7,167,12.6,7.19,5.4,0.91,4.303,3.18,0.738
"星野　智樹",2013,"Farm","E","30","2","2",30.7,122,20.5,7.38,13.1,0.59,3.405,1.47,0.791
"美馬　学",2013,"Farm","E","3","1","1",13,63,9.5,7.94,1.6,0.69,4.378,4.85,0.686
"宮川　将",2013,"Farm","E","16","3","0",43.3,189,20.1,8.99,11.1,1.25,4.624,3.12,0.758
"武藤　好貴",2013,"Farm","E","12","0","1",22.3,108,9.3,13.89,-4.6,1.21,5.782,8.87,0.688
"森　雄大",2013,"Farm","E","9","3","4",41,187,12.8,13.37,-0.5,0.88,4.843,5.71,0.716
"ラズナー",2013,"Farm","E","2","0","0",2,7,57.1,0,57.1,0,-1.084,0,0.667
"レイ",2013,"Farm","E","8","3","2",23.7,103,22.3,11.65,10.7,0.76,3.465,3.8,0.631
"新垣　勇人",2013,"Farm","F","13","2","5",57.3,249,13.7,5.62,8,0.78,3.701,5.97,0.694
"石井　裕也",2013,"Farm","F","1","0","0",1,3,33.3,0,33.3,0,0.916,0,1
"糸数　敬作",2013,"Farm","F","37","1","0",40.7,175,18.9,12,6.9,0.66,3.949,3.98,0.686
"乾　真大",2013,"Farm","F","25","1","1",38.7,160,23.8,9.38,14.4,0.7,3.201,2.79,0.74
"ウルフ",2013,"Farm","F","1","0","0",4,16,0,6.25,-6.2,0,3.666,4.5,0.733
"植村　祐介",2013,"Farm","F","31","1","2",35.7,171,13.5,5.85,7.6,0.76,3.645,5.05,0.667
"上沢　直之",2013,"Farm","F","18","4","8",107.3,470,16.4,8.51,7.9,1.09,4.23,4.95,0.712
"運天　ジョン・クレイトン",2013,"Farm","F","5","0","0",5,29,6.9,10.34,-3.4,0,3.916,9,0.583
"榎下　陽大",2013,"Farm","F","28","3","4",55,232,31,6.03,25,0.49,1.771,2.78,0.65
"大谷　翔平",2013,"Farm","F","5","0","2",19,86,25.6,11.63,14,1.42,4.232,3.32,0.706
"大塚　豊",2013,"Farm","F","20","2","10",78.3,352,10.5,5.11,5.4,1.61,5.023,5.74,0.714
"鍵谷　陽平",2013,"Farm","F","4","1","1",5,19,15.8,10.53,5.3,1.8,5.516,3.6,0.846
"河野　秀数",2013,"Farm","F","22","0","0",23.7,100,26,12,14,0,1.86,1.14,0.729
"木佐貫　洋",2013,"Farm","F","3","0","1",11,48,12.5,2.08,10.4,0.82,3.28,4.91,0.675
"ケッペル",2013,"Farm","F","7","0","2",26,121,11.6,10.74,0.8,1.04,4.955,6.23,0.681
"齊藤　勝",2013,"Farm","F","44","1","4",38.3,180,19.4,11.67,7.8,0.47,3.647,3.76,0.742
"斎藤　佑樹",2013,"Farm","F","7","1","3",23,111,9,9.01,0,2.35,7.003,8.61,0.694
"榊原　諒",2013,"Farm","F","26","1","1",28,123,14.6,6.5,8.1,0.64,3.416,5.46,0.66
"武田　勝",2013,"Farm","F","1","0","1",2,8,12.5,0,12.5,0,1.916,9,0.429
"多田野　数人",2013,"Farm","F","18","4","7",87,386,8,5.7,2.3,1.14,4.709,4.97,0.686
"谷元　圭介",2013,"Farm","F","6","2","1",26,97,15.5,4.12,11.3,0.35,2.724,1.38,0.792
"トーマス",2013,"Farm","F","6","0","4",19.7,100,17,11,6,0,3.018,9.61,0.597
"中村　勝",2013,"Farm","F","10","3","3",56,244,18.4,9.02,9.4,1.12,4.113,3.86,0.7
"根本　朋久",2013,"Farm","F","19","0","1",23.3,104,14.4,12.5,1.9,1.16,5.102,3.09,0.778
"宮西　尚生",2013,"Farm","F","1","0","0",1,4,0,25,-25,0,5.916,0,1
"モルケン",2013,"Farm","F","7","0","0",6.7,32,21.9,6.25,15.6,1.35,3.666,10.8,0.591
"森内　壽春",2013,"Farm","F","35","1","3",42.7,184,17.4,8.15,9.2,0.84,3.83,4.22,0.697
"屋宜　照悟",2013,"Farm","F","27","3","4",66.3,291,14.1,7.56,6.5,0.41,3.444,3.53,0.693
"矢貫　俊之",2013,"Farm","F","5","0","0",6.3,27,22.2,11.11,11.1,0,2.442,0,0.778
"吉川　光夫",2013,"Farm","F","1","1","0",6,25,28,8,20,0,1.583,1.5,0.688
"若竹　竜士",2013,"Farm","F","20","0","5",31,155,16.8,18.71,-1.9,0.58,4.884,4.35,0.68
"アコスタ",2013,"Farm","G","13","1","2",11.3,43,20.9,2.33,18.6,0,1.593,0.79,0.758
"青木　高広",2013,"Farm","G","2","0","0",2,7,28.6,14.29,14.3,0,2.416,0,0.821
"阿南　徹",2013,"Farm","G","21","8","5",120,514,12.1,8.37,3.7,0.45,3.833,2.93,0.727
